GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
0,576,576,576,1,1,1
0,12041.41,7280.96,7280.96,3,1,1
3,4503.66,390.5,390.5,7,48,1
1,5052.1,300,300,2,2,1
11,4888.02,144,144,1,22,1
35,24365,32.5,32.5,1,4,1
1,5052.1,299,299,2,2,1
4,4977.5,160,160,1,2,1
5,8960.06,153,153,1,30,1
14,7903,458,458,1,2,1
5,4418.41,30.5,30.5,4,68,1
5,8960.06,58,58,1,30,1
11,8231,22,22,2,2,1
3,15128,1369,1369,1,104,1
6,3184.1,67.2,67.2,11,10,1
1,23651.7,388,388,2,112,1
14,14340.5,429,429,1,1,1
34,5163,207,207,9,22,1
4,9991.5,2845,2845,1,1,1
1,7035.9,29.6,29.6,2,62,1
1,7035.9,9,9,2,62,1
3,9342,246,246,1,30,1
3,3833,456,456,1,14,1
3,24633.5,2839,2839,1,129,1
1,23651.7,100,100,6,112,1
12,4921.2,100,100,4,55,1
14,5488.74,273.49,273.49,2,1,1
0,6906.7,25,25,2,1,1
2,11311.99,398.3,398.3,2,62,1
5,7447.9,74,74,2,1,1
11,9513.24,338,338,26,4,1
12,3809,67,67,1,37,1
4,13125.5,15.5,15.5,4,3,1
30,10411.7,45,45,4,47,1
30,10411.7,80,80,4,47,1
30,10411.7,70,70,4,47,1
12,3809,135,135,1,37,1
0,6489.63,244,244,1,1,1
11,6768.87,82,82,1,1,1
11,6768.87,550,550,2,1,1
45,4995,2320,2320,1,130,1
1,14730.41,225,225,1,1,1
0,3801,456,456,1,10,1
4,4259,400,400,17,131,1
12,4921.2,344,344,2,55,1
1,5258.06,516,516,1,1,1
0,3933,1017,1017,1,1,1
35,24365,142,142,1,4,1
15,9234.05,332,332,1,62,1
8,4987,70,70,1,2,1
0,2654,654,654,2,1,1
30,10411.7,160,160,12,47,1
24,24967.65,508,508,26,9,1
0,2136.6,138,138,2,1,1
14,17099.2,52,52,2,1,1
8,23872.28,156,156,1,1,1
0,2039.27,208,208,2,1,1
0,10404.1,100,100,6,1,1
0,10404.1,78,78,2,1,1
10,9191.7,506,506,1,30,1
3,17770,2493,2493,1,1,1
1,43242.3,248,248,1,15,1
1,43242.3,598,598,2,15,1
3,19098.89,156,156,1,75,1
5,7447.9,67,67,2,1,1
2,11076.9,454,454,2,2,1
15,20168.2,308,308,1,71,1
0,2119.8,139,139,2,1,1
0,4922,50,50,1,62,1
29,7907.6,68,68,2,1,1
4,14833.75,139.5,139.5,4,1,1
0,6111.94,570,570,2,1,1
1,14751.6,40,40,1,19,1
1,14751.6,98,98,1,19,1
1,14751.6,100,100,6,19,1
0,17108.06,79,79,1,1,1
1,5409.45,31,31,4,9,1
0,3014.1,14,14,2,1,1
14,5488.74,1209.38,1209.38,3,1,1
0,4952,29,29,2,1,1
0,6897.8,539,539,1,1,1
0,6897.8,154,154,1,1,1
0,4432.37,488,488,1,65,1
16,10530.5,736,736,1,4,1
11,6768.87,52.4,52.4,1,1,1
2,11311.99,400.5,400.5,2,62,1
5,20577.82,160,160,12,4,1
12,4921.2,155,155,1,55,1
12,4921.2,13.4,13.4,4,55,1
1,14751.6,103,103,2,19,1
0,6111.94,310,310,1,1,1
0,9128.22,67.31,67.31,1,1,1
11,16715.16,901,901,7,10,1
11,16715.16,901,901,7,10,1
1,14751.6,100,100,6,19,1
0,9128.22,217.33,217.33,4,1,1
0,17108.06,762,762,1,1,1
1,5409.45,11,11,4,9,1
9,19486,2450,2450,1,20,1
14,17099.2,50,50,2,1,1
0,6028.58,389,389,1,1,1
2,10407.46,655,655,2,1,1
0,7491.81,162,162,1,1,1
0,5981.36,20,20,2,1,1
0,18153.7,675,675,1,1,1
0,6028.58,100,100,2,1,1
0,4998.95,207,207,13,2,1
7,17854.27,104,104,1,19,1
1,43242.3,104,104,1,15,1
2,11076.9,58,58,2,2,1
13,4341.5,10,10,2,14,1
29,7907.6,75,75,2,1,1
1,8392,60,60,1,11,1
2,11076.9,115,115,2,2,1
22,10716.89,17,17,2,3,0
22,10716.89,79.5,79.5,4,3,0
22,10716.89,100,100,6,3,0
4,4977.3,31.5,31.5,4,14,0
1,15471.98,160,160,12,113,0
7,9486.2,284,284,26,14,0
24,27549,2832,2832,1,1,0
3,6911,340,340,11,4,0
9,12953.3,2930,2930,1,7,0
0,7447,1704,1704,1,13,0
3,3839,79.5,79.5,4,7,0
0,6360.9,30,30,2,15,0
17,4605.4,222,222,1,11,0
3,3839,299,299,1,7,0
0,986.9,418,418,7,1,0
0,2898,142,142,1,2,0
0,5106.1,214,214,1,23,0
0,5106.1,22,22,4,23,0
0,7447,1098,1098,1,13,0
1,14130.55,248.55,248.55,7,48,0
0,4504.1,343,343,1,2,0
4,25147.08,31,31,2,48,0
2,4205,148,148,1,62,0
8,5672.7,117.2,117.2,26,15,0
0,11808,50,50,1,20,0
0,10125,339,339,7,1,0
3,7952,190,190,2,13,0
1,3944.66,100,100,18,100,0
0,11071.7,2400,2400,1,81,0
19,27634.35,3595,3595,1,79,0
19,27634.35,1615,1615,1,79,0
0,23400.42,100,100,6,121,0
6,7793.6,70,70,26,7,0
5,24725,2982,2982,1,1,0
1,4511.2,103.5,103.5,4,30,0
30,3371,293,293,4,30,0
0,20142.5,98.5,98.5,1,60,0
0,9432,117,117,4,1,0
0,9432,557,557,7,1,0
12,5489.5,341,341,26,11,0
19,24601.05,2637,2637,1,30,0
0,16711.88,401,401,7,1,0
0,472.63,213.99,213.99,7,1,0
0,9432,67,67,1,1,0
0,5889.3,276.3,276.3,7,1,0
0,12237.6,245.2,245.2,26,11,0
4,6516.74,156.53,156.53,7,1,0
0,9432,450,450,2,1,0
0,9432,31,31,2,1,0
0,10823.55,100,100,6,19,0
2,11628.5,250,250,4,23,0
13,19183.81,71,71,26,1,0
0,4188.5,198,198,2,9,0
19,22049.75,2960,2960,1,7,0
48,43296.3,2000,2000,1,41,0
3,2680.96,389,389,7,1,0
0,14757,89,89,2,15,0
6,18321,291,291,7,1,0
1,11895.4,1980,1980,1,132,0
13,7198.9,99,99,1,30,0
9,14006.4,6460,6460,1,7,0
7,7625,160,160,12,6,0
1,6594.63,134.6,134.6,2,25,0
3,10441,50,50,4,77,0
32,14992.45,93,93,1,4,0
21,18616,112,112,1,1,0
6,14364.35,160,160,12,88,0
6,14364.35,30,30,4,88,0
1,16971.6,2950,2950,1,17,0
4,9006,2408,2408,1,9,0
15,24476.65,1992,1992,26,13,0
15,24476.65,40,40,2,13,0
20,8625.7,736,736,2,15,0
12,17181.65,2070,2070,26,2,0
4,4893,300,300,4,45,0
5,1931,135,135,1,22,0
36,11699.4,74,74,1,15,0
49,608.12,94,94,2,1,0
0,13978.93,63.4,63.4,26,28,0
0,3222.3,161,161,4,25,0
23,9248.67,99,99,1,1,0
0,9308.4,239,239,2,40,0
4,9168,1490,1490,1,133,0
7,17969.38,2811,2811,1,30,0
6,40375.07,4410,4410,1,19,0
1,9785.5,723,723,26,31,0
12,8083.8,100,100,6,25,0
12,8083.8,284.4,284.4,2,25,0
14,32454.23,25.33,25.33,2,1,0
12,10843.36,50,50,6,1,0
15,5002,892,892,9,1,0
20,6776.6,13.1,13.1,26,134,0
2,4968.1,59,59,2,2,0
3,15695.5,500,500,2,2,0
40,14798,96,96,1,2,0
14,32454.23,119.68,119.68,1,1,0
12,12231.87,41,41,4,44,0
18,6893.2,58,58,2,15,0
1,2290,335,335,1,48,0
34,7993.41,865,865,1,39,0
13,7198.9,320.9,320.9,26,30,0
25,2662,49,49,1,30,0
1,16710,2836,2836,1,2,0
9,14006.4,2500,2500,3,7,0
9,14006.4,1846.4,6.4,26,7,0
9,14006.4,1846.4,1840,26,7,0
41,12979.3,177.9,177.9,26,11,0
3,4792.5,185,185,1,65,0
1,4900.84,11,11,4,93,0
1,4900.84,150,150,1,93,0
2,4968.1,14,14,2,2,0
17,5773,440,440,2,14,0
17,5773,304,304,4,14,0
0,7854,148,148,1,42,0
7,15660.5,193,193,1,88,0
20,17934.8,1009,1009,1,1,0
20,17934.8,47,47,2,1,0
3,10027,6136,6136,1,78,0
30,14539.2,380,380,9,48,0
20,2326,149,149,9,1,0
11,7453.47,1610,1610,9,2,0
28,14753.76,125,125,2,9,0
0,18060.2,124,124,27,4,0
1,4900.84,100,100,6,93,0
8,9898.44,1990,1990,1,23,0
2,15690.55,2816,2816,1,30,0
4,15465.5,780,780,1,2,0
26,20062.8,350,350,4,117,0
3,1164.78,56,56,2,1,0
0,7737.2,16,16,2,27,0
5,6989.77,2179,2179,1,124,0
24,8511.5,158,158,7,19,0
12,11816.4,143,143,1,18,0
18,6893.2,45,45,2,15,0
18,6893.2,46,46,2,15,0
18,6893.2,30,30,2,15,0
8,3853.87,15,15,2,10,0
70,19426.2,100,100,6,76,0
24,8511.5,44,44,2,19,0
13,3515.9,61,61,1,1,0
0,11010.2,46,46,1,7,0
1,9671,1984,1984,1,135,0
21,24993.4,2856,2856,1,10,0
0,1742,123,123,1,2,0
14,12830.7,228.1,228.1,26,80,0
1,25026.5,2680,2680,1,2,0
1,5509.72,19.5,19.5,4,3,0
24,6956.11,2447,2447,1,39,0
24,6956.11,217,217,1,39,0
4,23888.46,270.43,270.43,7,2,0
53,1557.2,14,14,2,1,0
18,6651.63,101,101,1,15,0
1,14575.9,127,127,26,113,0
9,12872.5,2498,2498,1,2,0
22,6671,268,268,1,2,0
1,8007.9,175.5,175.5,4,11,0
0,9572.23,74.97,74.97,1,62,0
15,7872.22,1244,1244,9,25,0
1,1974,1974,1974,1,54,0
0,12810.9,300,300,2,2,0
0,12810.9,300,300,2,2,0
0,12810.9,300,300,2,2,0
19,3376.9,13,13,2,15,0
28,6524.47,300,300,1,11,0
15,25278.6,26,26,1,1,0
15,25278.6,44,44,1,1,0
1,11639.1,166,166,1,24,0
5,10705,36,36,26,88,0
3,15695.5,500,500,2,2,0
1,13943.3,374.3,374.3,7,10,0
1,10899.2,310,310,4,60,0
0,3311.3,420,420,1,16,0
0,3311.3,105,105,1,16,0
2,11216.23,414,414,11,136,0
91,6533.5,85,85,2,8,0
0,3708.5,150,150,1,9,0
7,20668.68,184,184,1,30,0
3,15275.8,90,90,1,19,0
0,4666.2,28.4,28.4,2,25,0
3,15275.8,174,174,1,19,0
3,15275.8,131.5,131.5,26,19,0
0,5376.6,106.5,106.5,4,137,0
0,5376.6,247.5,247.5,4,137,0
7,13429.43,268.32,268.32,7,4,0
0,3708.5,33.5,33.5,26,9,0
0,3708.5,83,83,1,9,0
0,12810.9,300,300,2,2,0
0,347,50,50,6,138,0
15,14980.5,1980,1980,1,24,0
15,14980.5,1469,1469,1,24,0
0,6114,1802,1802,1,34,0
0,1028,14,14,2,1,0
2,2068.5,489,489,1,48,0
8,14382.86,263.12,263.12,7,2,0
2,14995,500,500,2,2,0
2,14995,2640,2640,1,2,0
1,1481.5,28,28,2,1,0
1,1481.5,218,218,1,1,0
10,26480,64,64,1,130,0
12,15573.43,152,152,1,6,0
1,14574.26,1000,1000,4,100,0
9,13638,2273,2273,1,2,0
14,12830.7,2102,2102,1,80,0
11,11351,1998,1998,26,2,0
8,21891.63,2821,2821,1,30,0
16,8140,2193,2193,1,7,0
21,13673.51,110.5,110.5,2,22,0
9,12405.3,145.6,145.6,26,2,0
5,14509.4,1980,1980,1,39,0
6,10514,2685,2685,1,139,0
6,15741.1,22,22,11,134,0
1,18251.68,7,7,4,3,0
7,8084,341,341,1,2,0
28,12258.7,130,130,1,85,0
2,7381,35,35,4,86,0
1,8633,87,87,1,11,0
3,7253,147,147,1,10,0
12,10666.4,495,495,1,56,0
0,4979.6,546,546,1,69,0
1,8119.9,1500,1500,2,7,0
0,8740.4,327,327,1,22,0
2,7381,100,100,6,86,0
0,2983,2983,2983,1,4,0
0,1148,405,405,7,7,0
0,1148,380,380,7,7,0
9,23321,123,123,1,4,0
4,13074.1,60,60,2,1,0
2,11318.7,7.5,7.5,4,10,0
0,14707.54,53,53,2,1,0
0,8740.4,942,942,1,22,0
1,10899.2,198,198,2,60,0
2,11318.7,75,75,2,10,0
1,3102.74,18,18,4,140,0
1,3102.74,16,16,4,140,0
1,6318,135,135,1,15,0
7,22383.17,600,600,2,2,0
3,11506.8,4188,4188,1,58,0
0,6291.4,244,244,4,24,0
1,15173.4,502,502,1,30,0
13,10480.5,50,50,1,14,0
13,10480.5,335,335,1,14,0
21,9418.2,20,20,4,52,0
0,8203.75,338.75,338.75,7,141,0
3,10377.44,121,121,1,2,0
0,713,65,65,2,132,0
3,6000.34,100,100,26,33,0
0,4666.2,23.5,23.5,4,25,0
6,13961.1,1835,1835,1,41,0
30,21107.79,40,40,4,87,0
0,713,50,50,6,132,0
0,12810.9,148,148,1,2,0
0,12810.9,300,300,2,2,0
3,7479.79,180,180,1,30,0
7,12468.55,160,160,26,14,0
6,24471,142,142,1,45,0
15,10123.19,62.42,62.42,1,1,0
22,12705,12,12,4,76,0
0,9412.14,4469,4469,1,1,0
2,18171.61,798,798,1,7,0
1,15290,2560,2560,1,1,0
6,13624.41,131,131,2,1,0
9,40975.5,7650,7650,1,2,0
0,3311.3,342,342,8,16,0
0,12311,519,519,1,20,0
1,13970,84,84,1,9,0
1,11832,2696,2696,1,10,0
2,14300.29,4426,4426,1,19,0
8,14556,1248,1248,26,31,0
5,34222,750,750,1,2,0
3,2982,2982,2982,1,31,0
0,10459,150,150,12,7,0
10,24905,2616,2616,1,19,0
10,24905,169,169,7,19,0
0,4825.29,122.9,122.9,26,77,0
12,15573.43,280,280,2,6,0
26,6564.78,26,26,4,22,0
1,7112.7,338,338,2,69,0
0,5691,1400,1400,3,85,0
0,5691,3291,3291,1,85,0
7,4268.91,138,138,2,14,0
7,4268.91,31.5,31.5,4,14,0
7,4268.91,420,420,1,14,0
1,39867,2890,2890,1,2,0
53,23915.31,1260,1260,1,75,0
42,8254.13,175,175,1,1,0
70,3592.2,44,44,4,2,0
70,3592.2,44,44,4,2,0
0,6291.4,100,100,6,24,0
22,12705,12,12,4,76,0
12,12231.68,109,109,4,126,0
0,14312,100,100,6,121,0
0,14312,100,100,4,121,0
1,15672.94,54.2,54.2,9,25,0
4,13074.1,136,136,1,1,0
0,6650.9,100,100,18,54,0
20,11985.8,53.7,53.7,1,16,0
20,11985.8,15,15,1,16,0
29,12238,124.5,124.5,4,9,0
13,7619.21,152,152,1,76,0
1,7625.73,493.63,493.63,16,4,0
6,11917,131,131,2,2,0
1,23731.2,6671,6671,1,16,0
8,26181.18,2976,2976,1,2,0
0,199,67,67,7,1,0
2,46985.1,2676,2676,1,2,0
2,6878.95,32,32,4,103,0
9,7292.83,317.93,317.93,7,19,0
0,12687,386.5,386.5,4,9,0
0,9412.14,480,480,2,1,0
2,18171.61,733.26,733.26,7,7,0
2,18171.61,739.22,739.22,7,7,0
6,13624.41,247,247,4,1,0
9,40975.5,1297,1297,26,2,0
6,10025.94,110,110,1,49,0
12,12979.08,2478,2478,1,2,0
23,4992.7,160,160,12,23,0
23,4992.7,70,70,4,23,0
28,6588,261,261,1,11,0
17,5630.47,1285,1285,1,15,0
13,11870.06,127.98,127.98,7,56,0
13,11870.06,143.88,143.88,7,56,0
0,926.5,20,20,2,19,0
0,14892.1,2580,2580,1,30,0
28,8215.09,15,15,4,142,0
0,4825.29,108.7,108.7,26,77,0
10,27188.75,635,635,1,10,0
4,1363,132,132,1,7,0
0,3708.5,258,258,1,9,0
22,6671,256,256,1,2,0
10,14900.8,2647,2647,1,18,0
9,5174.39,178.19,178.19,26,38,0
9,5174.39,41,41,2,38,0
9,5174.39,39,39,2,38,0
0,6089.77,245,245,1,15,0
6,2951.2,127.4,127.4,26,143,0
1,5808.9,144.5,144.5,4,9,0
1,5808.9,140,140,4,9,0
0,347,87,87,4,138,0
0,5007.2,631,631,1,11,0
26,6564.78,59.3,59.3,2,22,0
10,26480,2387,2387,1,130,0
2,15849.14,350,350,2,49,0
6,10514,2520,2520,1,139,0
9,13638,2093,2093,1,2,0
26,6564.78,40,40,4,22,0
1,7531.4,45,45,2,15,0
7,2166.5,158,158,9,7,0
3,22302,1930,1930,1,7,0
9,12405.3,402,402,1,2,0
1,8633,259,259,1,11,0
2,14300.29,206,206,1,19,0
1,18251.68,13,13,4,3,0
1,18251.68,13,13,4,3,0
3,22823.87,171,171,1,2,0
0,1742,162,162,1,2,0
0,185.4,46,46,2,18,0
0,185.4,35.2,35.2,2,18,0
0,185.4,23.8,23.8,2,18,0
0,185.4,14.2,14.2,2,18,0
17,11417,88,88,2,110,0
23,4992.7,70,70,4,23,0
4,6408.16,803,803,1,4,0
10,24688,2530,2530,1,41,0
4,13074.1,36,36,1,1,0
1,15672.94,187.24,187.24,9,25,0
3,4881.1,102,102,1,65,0
1,10440,635,635,1,3,0
0,8740.4,152,152,1,22,0
6,5052,418,418,2,53,0
0,7984.3,572,572,1,30,0
7,22383.17,34,34,1,2,0
3,27099.38,9,9,2,8,0
1,9973.9,759,759,1,7,0
34,11325.9,130,130,26,15,0
4,13074.1,342,342,1,1,0
2,29217,2581,2581,1,2,0
6,13624.41,151,151,2,1,0
0,7888,650,650,1,45,0
3,13105,2612,2612,1,4,0
3,13105,273,273,1,4,0
12,9879.4,572,572,1,1,0
3,15325.4,56,56,1,37,0
2,11318.7,428,428,2,10,0
2,10116.4,40,40,4,45,0
2,10116.4,10,10,2,45,0
10,10917.75,48,48,2,1,0
3,27099.38,13,13,4,8,0
0,15726.2,2960,2960,1,66,0
36,12229.63,974,974,1,20,0
29,31330.4,2495,2495,1,15,0
10,10917.75,55,55,4,1,0
0,460.5,50,50,6,25,0
10,10917.75,21,21,2,1,0
0,12989.28,2750,2750,1,9,0
1,3102.74,16,16,4,140,0
1,3102.74,23,23,2,140,0
2,11318.7,245,245,4,10,0
141,26668,308,308,1,18,0
3,7479.79,100,100,6,30,0
6,13624.41,180,180,2,1,0
0,32544.5,360,360,26,9,0
21,9418.2,283.6,283.6,26,52,0
0,12810.9,202.4,202.4,1,2,0
21,25327.8,205,205,1,11,0
1,16452.83,100,100,12,46,0
0,713,265,265,2,132,0
13,23461.89,97,97,1,23,0
7,12468.55,2240,2240,1,14,0
6,13624.41,166,166,2,1,0
7,8597,149,149,1,2,0
7,9343.4,5,5,15,125,0
43,3432.24,49,49,4,22,0
15,6479.1,108,108,2,1,0
15,6479.1,394.3,394.3,7,1,0
7,7429,200,200,2,2,0
7,7429,200,200,2,2,0
17,6162.28,22,22,4,144,0
17,6162.28,14,14,4,144,0
17,6162.28,25,25,4,144,0
43,3432.24,50,50,4,22,0
1,8829,255,255,7,64,0
1,8607,639,639,4,30,0
3,15796.3,1017.5,1017.5,26,30,0
10,12145,409,409,7,7,0
31,7745.42,326,326,1,13,0
9,11161.7,99.5,99.5,4,15,0
1,18897.6,196,196,1,145,0
1,9187.25,91,91,1,4,0
0,45285,600,600,1,14,0
1,18897.6,170,170,4,145,0
6,5508.4,129,129,4,9,0
1,5031.8,50,50,15,43,0
1,5031.8,100,100,12,43,0
55,7522,150,150,12,56,0
2,30152.71,1800,1800,4,1,0
3,11442,39.5,39.5,4,146,0
27,7367.3,50,50,6,132,0
0,9238,182,182,4,88,0
75,2872,116,116,26,23,0
7,8280.76,300,300,2,2,0
7,8280.76,131,131,4,2,0
7,8280.76,27.9,27.9,2,2,0
7,8280.76,54,54,1,2,0
0,627,627,627,2,4,0
10,21499.61,197.3,197.3,7,3,0
14,12956,107.2,107.2,26,132,0
2,13283.35,254.5,254.5,4,7,0
4,5672.5,69,69,4,30,0
2,3949,181,181,1,2,0
8,3212.85,389,389,7,2,0
2,1614.5,132,132,1,19,0
0,912,912,912,1,1,0
0,26631,2906,2906,1,1,0
21,9791.38,19.5,19.5,4,3,0
21,9791.38,173,173,18,3,0
4,4581.11,155.14,155.14,26,43,0
0,4862.98,23,23,2,43,0
0,4862.98,11,11,2,43,0
23,20230,130,130,1,15,0
4,5877.9,128,128,2,77,0
4,5877.9,128,128,2,77,0
4,5877.9,168.2,168.2,4,77,0
23,20230,490,490,13,15,0
17,14675.09,33.2,33.2,4,19,0
21,28699.8,28,28,4,81,0
21,28699.8,50,50,6,81,0
1,5207.96,14,14,2,7,0
8,2431.05,13,13,4,7,0
21,28699.8,8.5,8.5,2,81,0
3,9814.8,494.05,494.05,7,13,0
3,9814.8,450.55,450.55,7,13,0
3,17589.2,188,188,1,1,0
21,9791.38,43,43,2,3,0
0,2500.7,174,174,26,73,0
16,13675.81,49,49,1,11,0
16,13675.81,50,50,2,11,0
11,5370.8,43,43,2,2,0
22,24979.79,93,93,1,1,0
0,209,50,50,6,66,0
0,209,29.5,29.5,4,66,0
1,17448.3,166,166,1,147,0
37,11994.8,13,13,2,23,0
5,10587.04,224,224,1,9,0
16,13675.81,40,40,4,11,0
11,12627,519,519,1,1,0
1,3188.96,176.5,176.5,4,14,0
13,21293,299,299,2,1,0
23,14906.4,610,610,1,4,0
46,24811.67,2470,2470,1,77,0
3,17589.2,41,41,2,1,0
5,14999.9,122,122,18,2,0
2,8699.47,10.3,10.3,4,17,0
28,10956,500,500,2,7,0
28,10956,120,120,12,7,0
1,4463.4,462,462,1,1,0
1,22447,2564,2564,1,148,0
5,2796,2796,2796,1,1,0
16,25499.4,2782,2782,1,2,0
4,11415.82,1510,1510,1,2,0
9,6121.1,121,121,2,2,0
3,14836,2148,2148,1,109,0
15,7848.4,106,106,2,1,0
15,7848.4,152.4,152.4,2,1,0
23,4755.28,30,30,2,7,0
1,11127,75,75,4,39,0
2,2674.32,50,50,6,19,0
14,2762.63,10,10,2,14,0
7,23056.8,491,491,1,2,0
2,8707,148,148,4,19,0
2,8699.47,150,150,12,17,0
2,8699.47,30.3,30.3,4,17,0
21,5118.4,181,181,1,7,0
58,18743.29,554.5,554.5,1,11,0
33,18620.3,75,75,26,91,0
6,4038.6,77.2,77.2,2,1,0
3,2912.96,395.66,395.66,7,16,0
23,14906.4,1346,1346,30,4,0
7,6997.2,347,347,17,149,0
15,6479.1,100,100,6,1,0
37,11994.8,22,22,4,23,0
2,8699.47,939,939,1,17,0
8,638,50,50,6,14,0
8,638,180,180,2,14,0
2,7833.35,21.4,21.4,2,150,0
1,9617.6,73,73,1,58,0
1,9617.6,281,281,3,58,0
13,20061.1,7295,7295,1,18,0
22,24979.79,180,180,2,1,0
1,14014.7,317,317,1,9,0
1,14014.7,88,88,2,9,0
1,14014.7,284.5,284.5,4,9,0
0,649,240,240,2,93,0
150,3000,60,60,4,11,0
11,16462.5,800,800,2,123,0
1,14803,500,500,1,45,0
10,14992,2618,2618,1,48,0
2,8699.47,194.6,194.6,26,17,0
2,8699.47,186.4,186.4,26,17,0
6,24542.83,2276,2276,1,2,0
2,7999.4,2356,2356,1,8,0
14,21728.6,570,570,1,19,0
7,5946,2534,2534,1,2,0
9,18810.8,1060,1060,2,1,0
21,28699.8,27,27,4,81,0
0,1843,380,380,2,4,0
0,1843,1254,1254,2,4,0
0,1843,209,209,2,4,0
20,22647.68,3250,3250,1,11,0
1,12184.76,1900,1900,1,11,0
5,9090.3,159,159,1,18,0
5,14799,306,306,26,30,0
26,3321,30,30,1,13,0
38,2066,39,39,2,1,0
15,10127.19,614,614,26,2,0
35,9397.5,810.5,810.5,26,15,0
31,15854.93,468.61,468.61,7,93,0
31,15854.93,418.51,418.51,7,93,0
0,4079.85,50,50,6,54,0
18,9220.07,25.9,25.9,2,4,0
3,54009.41,2450,2450,1,1,0
1,2992.7,91,91,2,1,0
38,2066,70,70,1,1,0
12,15619,20,20,2,86,0
0,4779,334,334,2,15,0
3,14549.5,1980,1980,1,151,0
28,6170,70,70,4,3,0
0,9238,122,122,2,88,0
12,8397.3,80,80,2,1,0
2,8696.4,28.5,28.5,4,119,0
2,8696.4,28.5,28.5,4,119,0
58,9714.44,298,298,2,79,0
6,8930.8,222,222,1,54,0
0,4760,65,65,2,1,0
9,9801,184,184,2,93,0
1,2992.7,100,100,6,1,0
1,2992.7,154.8,154.8,2,1,0
2,14044.21,161,161,1,30,0
1,11012,168,168,1,1,0
4,16087.8,285,285,1,54,0
8,3617.19,50,50,2,86,0
0,4760,60,60,2,1,0
4,30022,124,124,1,109,0
65,63533.75,2792.08,2792.08,2,1,0
0,3295.91,25,25,2,1,0
17,15633,131,131,1,13,0
7,9343.4,993,993,1,125,0
7,9343.4,100,100,12,125,0
0,3295.91,319,319,1,1,0
0,1992.4,10,10,2,15,0
14,1743,1743,1743,1,125,0
1,9176.6,10.8,10.8,2,62,0
1,8884.5,110,110,1,152,0
0,3295.91,46,46,2,1,0
0,3295.91,55,55,2,1,0
24,4585.95,298,298,1,2,0
8,10780,2896,2896,1,2,0
0,15719,212,212,1,88,0
0,19960,2441,2441,1,132,0
0,3295.91,21,21,2,1,0
0,4862.3,500,500,1,45,0
1,7626,100,100,11,153,0
1,7626,500,500,7,153,0
20,8906.89,149,149,1,44,0
13,21293,22,22,11,1,0
19,8433.1,748.5,748.5,4,7,0
12,5150.5,1220,1220,1,35,0
1,7302,233,233,1,78,0
39,24050.27,130,130,1,51,0
0,7110.71,164,164,1,1,0
2,7833.35,80.5,80.5,4,150,0
3,15862.7,360,360,16,24,0
0,15390.5,3320,3320,1,2,0
9,2758.56,322,322,1,22,0
46,14062.93,260,260,1,154,0
0,20547.7,6000,6000,9,18,0
39,24050.27,2112,2112,1,51,0
3,15862.7,75,75,1,24,0
34,12108.3,620,620,26,13,0
46,14062.93,226,226,1,154,0
46,14062.93,50,50,4,154,0
1,4520.88,321.88,321.88,7,2,0
4,14649.6,11,11,4,150,0
4,14649.6,13,13,4,150,0
0,16537.39,219,219,2,155,0
7,17427,1502,1502,1,22,0
8,9778.72,380,380,2,9,0
0,11424,143,143,1,1,0
26,6276,67,67,2,8,0
0,2719.88,22,22,4,23,0
0,11636.2,480,480,1,11,0
0,1082,388,388,7,1,0
1,6455.3,145,145,4,43,0
0,3159.48,234.98,234.98,7,1,0
26,6276,18,18,2,8,0
0,10160.33,64.6,64.6,2,15,0
4,14039.69,108,108,1,30,0
0,10160.33,99.5,99.5,4,15,0
1,12975.35,44,44,2,22,0
8,17402.7,56,56,11,51,0
0,10160.33,408,408,2,15,0
21,4084.1,40,40,2,156,0
8,9778.72,176,176,1,9,0
21,4084.1,100,100,6,156,0
4,9359.2,20,20,11,48,0
6,44056.7,2963.7,2963.7,1,62,0
4,20810.71,2851,2851,1,30,0
2,24990.54,185,185,1,39,0
0,1787.8,100,100,18,62,0
19,14974.5,120,120,12,76,0
0,7064,439,439,7,65,0
1,13012.37,74,74,4,11,0
10,14675.16,100,100,18,4,0
12,25675.9,2750,2750,1,22,0
1,6731.74,15,15,2,2,0
5,3835.8,678,678,1,157,0
5,3835.8,149,149,9,157,0
6,10698.04,100,100,2,141,0
0,1248,50,50,6,42,0
6,1021.75,611.15,611.15,26,1,0
24,8668,3000,3000,3,19,0
24,8668,5668,5668,1,19,0
5,3835.8,168,168,7,157,0
10,21299.5,175,175,26,11,0
31,4863,26,26,2,2,0
4,10144.9,169,169,1,9,0
16,5726.36,397.91,397.91,7,2,0
21,5511,131,131,26,14,0
1,37201,31,31,2,124,0
1,3500,700,700,7,1,0
1,4634.3,158,158,1,158,0
3,13884.4,84.5,84.5,2,22,0
7,7003.4,300,300,1,1,0
0,2792.3,145,145,4,25,0
0,8490,396,396,7,15,0
0,8490,172,172,1,15,0
7,7233.5,200,200,1,3,0
6,12498.4,108,108,1,15,0
6,14204.43,298.63,298.63,26,22,0
5,11172,2872,2872,1,65,0
28,10358.45,296,296,1,76,0
14,7978.93,157.5,157.5,26,112,0
0,1582.8,66,66,1,22,0
2,14911.8,1049,1049,1,2,0
2,14911.8,241,241,1,2,0
